;contractID;symbol;expiration;strike;type;last;mark;bid;bid_size;ask;ask_size;volume;open_interest;date;implied_volatility;delta;gamma;theta;vega;rho;underlying;price_date
386;AAPL250328C00207500;AAPL;2025-03-28;207.50;call;9.45;9.20;9.10;16;9.30;2;402;221;2025-03-14;0.33217;0.68988;0.02541;-0.19140;0.14753;0.05296;AAPL;2025-03-14
387;AAPL250328P00207500;AAPL;2025-03-28;207.50;put;3.15;3.05;3.00;9;3.10;10;2070;1270;2025-03-14;0.34467;-0.31563;0.02467;-0.17464;0.14866;-0.02702;AAPL;2025-03-14
388;AAPL250328C00210000;AAPL;2025-03-28;210.00;call;7.70;7.53;7.45;7;7.60;6;1548;845;2025-03-14;0.32638;0.62392;0.02781;-0.19988;0.15869;0.04820;AAPL;2025-03-14
389;AAPL250328P00210000;AAPL;2025-03-28;210.00;put;3.75;3.88;3.80;11;3.95;46;5583;12229;2025-03-14;0.33827;-0.37943;0.02691;-0.18217;0.15913;-0.03256;AAPL;2025-03-14
390;AAPL250328C00212500;AAPL;2025-03-28;212.50;call;6.17;6.00;5.95;12;6.05;2;1740;507;2025-03-14;0.31891;0.55260;0.02966;-0.20161;0.16535;0.04295;AAPL;2025-03-14
391;AAPL250328P00212500;AAPL;2025-03-28;212.50;put;4.77;4.85;4.80;1;4.90;10;1586;9939;2025-03-14;0.33050;-0.44835;0.02863;-0.18330;0.16540;-0.03857;AAPL;2025-03-14
392;AAPL250328C00215000;AAPL;2025-03-28;215.00;call;4.70;4.67;4.60;10;4.75;7;5100;1212;2025-03-14;0.31251;0.47711;0.03048;-0.19739;0.16653;0.03728;AAPL;2025-03-14
393;AAPL250328P00215000;AAPL;2025-03-28;215.00;put;5.90;6.03;5.95;11;6.10;15;1588;1970;2025-03-14;0.32501;-0.52106;0.02932;-0.17943;0.16657;-0.04498;AAPL;2025-03-14
394;AAPL250328C00217500;AAPL;2025-03-28;217.50;call;3.59;3.55;3.50;3;3.60;8;2592;1754;2025-03-14;0.30748;0.40078;0.03007;-0.18721;0.16162;0.03146;AAPL;2025-03-14
395;AAPL250328P00217500;AAPL;2025-03-28;217.50;put;7.30;7.57;7.30;7;7.85;15;327;1148;2025-03-14;0.33034;-0.59080;0.02813;-0.17581;0.16246;-0.05128;AAPL;2025-03-14
396;AAPL250328C00220000;AAPL;2025-03-28;220.00;call;2.61;2.62;2.57;5;2.66;4;6920;8560;2025-03-14;0.30245;0.32655;0.02852;-0.17083;0.15078;0.02574;AAPL;2025-03-14
397;AAPL250328P00220000;AAPL;2025-03-28;220.00;put;8.70;9.00;8.90;5;9.10;9;839;4239;2025-03-14;0.31800;-0.66440;0.02742;-0.15522;0.15243;-0.05786;AAPL;2025-03-14
398;AAPL250328C00222500;AAPL;2025-03-28;222.50;call;1.92;1.87;1.82;25;1.92;15;1935;1095;2025-03-14;0.29742;0.25719;0.02594;-0.14954;0.13486;0.02034;AAPL;2025-03-14
399;AAPL250328P00222500;AAPL;2025-03-28;222.50;put;10.70;10.75;10.65;6;10.85;6;386;805;2025-03-14;0.31495;-0.72986;0.02512;-0.13578;0.13828;-0.06389;AAPL;2025-03-14
400;AAPL250328C00225000;AAPL;2025-03-28;225.00;call;1.35;1.31;1.28;2;1.33;16;3763;7572;2025-03-14;0.29437;0.19678;0.02252;-0.12669;0.11591;0.01561;AAPL;2025-03-14
401;AAPL250328P00225000;AAPL;2025-03-28;225.00;put;12.40;12.65;12.50;15;12.80;9;155;2821;2025-03-14;0.31159;-0.78894;0.02219;-0.11301;0.12086;-0.06946;AAPL;2025-03-14
402;AAPL250328C00227500;AAPL;2025-03-28;227.50;call;0.95;0.90;0.88;30;0.92;23;899;2166;2025-03-14;0.29254;0.14646;0.01876;-0.10384;0.09594;0.01165;AAPL;2025-03-14
403;AAPL250328P00227500;AAPL;2025-03-28;227.50;put;14.92;14.82;14.60;10;15.05;19;16;375;2025-03-14;0.32104;-0.82971;0.01887;-0.09867;0.10592;-0.07363;AAPL;2025-03-14
404;AAPL250328C00230000;AAPL;2025-03-28;230.00;call;0.64;0.62;0.61;19;0.64;43;3679;2949;2025-03-14;0.29330;0.10765;0.01510;-0.08374;0.07741;0.00858;AAPL;2025-03-14
405;AAPL250328P00230000;AAPL;2025-03-28;230.00;put;17.45;17.02;16.85;7;17.20;6;136;3321;2025-03-14;0.32577;-0.86641;0.01583;-0.08090;0.09013;-0.07748;AAPL;2025-03-14
406;AAPL250328C00232500;AAPL;2025-03-28;232.50;call;0.45;0.43;0.42;59;0.45;35;941;1805;2025-03-14;0.29589;0.07863;0.01186;-0.06678;0.06135;0.00627;AAPL;2025-03-14
407;AAPL250328P00232500;AAPL;2025-03-28;232.50;put;19.77;19.38;19.05;6;19.70;52;19;413;2025-03-14;0.34193;-0.88791;0.01333;-0.07252;0.07969;-0.08014;AAPL;2025-03-14
408;AAPL250328C00235000;AAPL;2025-03-28;235.00;call;0.31;0.31;0.30;88;0.32;58;3419;2397;2025-03-14;0.30168;0.05855;0.00926;-0.05409;0.04886;0.00468;AAPL;2025-03-14
409;AAPL250328P00235000;AAPL;2025-03-28;235.00;put;22.01;21.77;21.50;6;22.05;8;137;4779;2025-03-14;0.35824;-0.90481;0.01130;-0.06505;0.07077;-0.08244;AAPL;2025-03-14
410;AAPL250328C00237500;AAPL;2025-03-28;237.50;call;0.24;0.23;0.22;5;0.24;532;659;1468;2025-03-14;0.30915;0.04433;0.00724;-0.04433;0.03915;0.00354;AAPL;2025-03-14
411;AAPL250328P00237500;AAPL;2025-03-28;237.50;put;24.64;24.17;23.70;105;24.65;99;28;352;2025-03-14;0.37272;-0.91936;0.00960;-0.05709;0.06253;-0.08455;AAPL;2025-03-14
412;AAPL250328C00240000;AAPL;2025-03-28;240.00;call;0.17;0.17;0.16;41;0.18;10;840;2905;2025-03-14;0.31617;0.03344;0.00563;-0.03596;0.03112;0.00267;AAPL;2025-03-14
413;AAPL250328P00240000;AAPL;2025-03-28;240.00;put;29.10;26.67;26.40;8;26.95;11;50;2793;2025-03-14;0.40107;-0.92360;0.00856;-0.05943;0.06003;-0.08586;AAPL;2025-03-14
414;AAPL250328C00242500;AAPL;2025-03-28;242.50;call;0.12;0.13;0.12;50;0.14;20;53;982;2025-03-14;0.32455;0.02579;0.00442;-0.02971;0.02508;0.00206;AAPL;2025-03-14
415;AAPL250328P00242500;AAPL;2025-03-28;242.50;put;29.87;29.17;28.70;102;29.65;105;9;0;2025-03-14;0.42882;-0.92721;0.00772;-0.06165;0.05785;-0.08711;AAPL;2025-03-14
416;AAPL250328C00245000;AAPL;2025-03-28;245.00;call;0.10;0.11;0.10;193;0.11;1;489;5052;2025-03-14;0.33766;0.02151;0.00365;-0.02649;0.02153;0.00172;AAPL;2025-03-14
417;AAPL250328P00245000;AAPL;2025-03-28;245.00;put;31.35;31.67;31.20;105;32.15;105;11;88;2025-03-14;0.45595;-0.93036;0.00702;-0.06374;0.05592;-0.08833;AAPL;2025-03-14
418;AAPL250328C00247500;AAPL;2025-03-28;247.50;call;0.08;0.08;0.07;65;0.08;2;27;966;2025-03-14;0.34254;0.01597;0.00279;-0.02084;0.01671;0.00128;AAPL;2025-03-14
419;AAPL250328P00247500;AAPL;2025-03-28;247.50;put;34.63;34.22;33.80;7;34.65;105;3;1;2025-03-14;0.49147;-0.92927;0.00659;-0.07173;0.05659;-0.08922;AAPL;2025-03-14
420;AAPL250328C00250000;AAPL;2025-03-28;250.00;call;0.07;0.07;0.06;63;0.08;5;474;7623;2025-03-14;0.35595;0.01369;0.00235;-0.01895;0.01464;0.00109;AAPL;2025-03-14
421;AAPL250328P00250000;AAPL;2025-03-28;250.00;put;36.30;36.70;36.25;105;37.15;105;92;64;2025-03-14;0.51418;-0.93331;0.00602;-0.07132;0.05408;-0.09050;AAPL;2025-03-14
422;AAPL250328C00252500;AAPL;2025-03-28;252.50;call;0.06;0.06;0.05;54;0.07;10;206;251;2025-03-14;0.36784;0.01159;0.00197;-0.01693;0.01267;0.00093;AAPL;2025-03-14
423;AAPL250328P00252500;AAPL;2025-03-28;252.50;put;0.00;39.15;38.70;104;39.60;105;0;0;2025-03-14;0.53019;-0.93923;0.00543;-0.06683;0.05031;-0.09193;AAPL;2025-03-14
424;AAPL250328C00255000;AAPL;2025-03-28;255.00;call;0.05;0.06;0.05;3;0.06;3;150;6723;2025-03-14;0.38659;0.01110;0.00181;-0.01713;0.01221;0.00089;AAPL;2025-03-14
425;AAPL250328P00255000;AAPL;2025-03-28;255.00;put;42.52;41.62;41.25;105;42.00;99;11;4;2025-03-14;0.54909;-0.94329;0.00496;-0.06462;0.04765;-0.09321;AAPL;2025-03-14
426;AAPL250328C00257500;AAPL;2025-03-28;257.50;call;0.05;0.04;0.03;31;0.06;200;2;369;2025-03-14;0.38552;0.00770;0.00132;-0.01240;0.00887;0.00062;AAPL;2025-03-14
427;AAPL250328P00257500;AAPL;2025-03-28;257.50;put;0.00;44.10;43.70;101;44.50;99;0;0;2025-03-14;0.56921;-0.94638;0.00458;-0.06348;0.04559;-0.09441;AAPL;2025-03-14
428;AAPL250328C00260000;AAPL;2025-03-28;260.00;call;0.03;0.04;0.03;42;0.05;20;117;13432;2025-03-14;0.40290;0.00740;0.00121;-0.01249;0.00856;0.00059;AAPL;2025-03-14
429;AAPL250328P00260000;AAPL;2025-03-28;260.00;put;0.00;46.60;46.20;104;47.00;99;0;0;2025-03-14;0.59314;-0.94784;0.00430;-0.06494;0.04460;-0.09549;AAPL;2025-03-14
430;AAPL250328C00262500;AAPL;2025-03-28;262.50;call;0.09;0.04;0.02;3;0.05;23;0;46;2025-03-14;0.42013;0.00714;0.00113;-0.01261;0.00829;0.00057;AAPL;2025-03-14
431;AAPL250328P00262500;AAPL;2025-03-28;262.50;put;0.00;49.17;48.70;104;49.65;105;0;0;2025-03-14;0.63232;-0.94447;0.00424;-0.07608;0.04686;-0.09620;AAPL;2025-03-14
432;AAPL250328C00265000;AAPL;2025-03-28;265.00;call;0.03;0.03;0.02;80;0.04;6;86;4517;2025-03-14;0.42333;0.00546;0.00088;-0.01001;0.00653;0.00044;AAPL;2025-03-14
433;AAPL250328P00265000;AAPL;2025-03-28;265.00;put;0.00;51.67;51.20;104;52.15;105;0;1;2025-03-14;0.65579;-0.94583;0.00401;-0.07755;0.04595;-0.09727;AAPL;2025-03-14
434;AAPL250328C00270000;AAPL;2025-03-28;270.00;call;0.02;0.03;0.02;48;0.03;4;392;2211;2025-03-14;0.45564;0.00511;0.00077;-0.01016;0.00616;0.00041;AAPL;2025-03-14
435;AAPL250328P00270000;AAPL;2025-03-28;270.00;put;0.00;56.60;56.20;104;57.00;100;0;0;2025-03-14;0.68567;-0.95246;0.00346;-0.07058;0.04142;-0.09970;AAPL;2025-03-14
436;AAPL250328C00275000;AAPL;2025-03-28;275.00;call;0.02;0.01;0.01;47;0.02;1;15;613;2025-03-14;0.43781;0.00192;0.00033;-0.00405;0.00256;0.00015;AAPL;2025-03-14
437;AAPL250328P00275000;AAPL;2025-03-28;275.00;put;0.00;61.67;61.20;104;62.15;105;0;0;2025-03-14;0.74695;-0.95014;0.00329;-0.08340;0.04303;-0.10146;AAPL;2025-03-14
438;AAPL250328C00280000;AAPL;2025-03-28;280.00;call;0.01;0.02;0.01;32;0.03;3;112;1243;2025-03-14;0.49695;0.00326;0.00047;-0.00739;0.00412;0.00026;AAPL;2025-03-14
439;AAPL250328P00280000;AAPL;2025-03-28;280.00;put;0.00;66.60;66.20;104;67.00;100;0;0;2025-03-14;0.77332;-0.95581;0.00289;-0.07577;0.03906;-0.10381;AAPL;2025-03-14
440;AAPL250328C00285000;AAPL;2025-03-28;285.00;call;0.02;0.01;0.00;0;0.02;5;0;300;2025-03-14;0.49330;0.00172;0.00027;-0.00412;0.00232;0.00014;AAPL;2025-03-14
441;AAPL250328P00285000;AAPL;2025-03-28;285.00;put;0.00;71.60;71.20;104;72.00;100;0;0;2025-03-14;0.81554;-0.95715;0.00267;-0.07823;0.03810;-0.10584;AAPL;2025-03-14
442;AAPL250328C00290000;AAPL;2025-03-28;290.00;call;0.01;0.01;0.00;0;0.01;5;0;343;2025-03-14;0.52012;0.00164;0.00024;-0.00416;0.00222;0.00013;AAPL;2025-03-14
443;AAPL250328P00290000;AAPL;2025-03-28;290.00;put;0.00;76.70;76.25;105;77.15;105;0;0;2025-03-14;0.88231;-0.95318;0.00265;-0.09568;0.04091;-0.10747;AAPL;2025-03-14
444;AAPL250328C00295000;AAPL;2025-03-28;295.00;call;0.01;0.01;0.00;0;0.01;5;1;79;2025-03-14;0.54634;0.00157;0.00022;-0.00419;0.00213;0.00012;AAPL;2025-03-14
445;AAPL250328P00295000;AAPL;2025-03-28;295.00;put;0.00;81.60;81.20;104;82.00;100;0;0;2025-03-14;0.89710;-0.95936;0.00233;-0.08296;0.03650;-0.10986;AAPL;2025-03-14
446;AAPL250328C00300000;AAPL;2025-03-28;300.00;call;0.01;0.01;0.00;0;0.01;5;1;90;2025-03-14;0.57195;0.00151;0.00020;-0.00422;0.00205;0.00012;AAPL;2025-03-14
447;AAPL250328P00300000;AAPL;2025-03-28;300.00;put;0.00;86.60;86.20;104;87.00;100;0;0;2025-03-14;0.93658;-0.96028;0.00219;-0.08525;0.03583;-0.11185;AAPL;2025-03-14
448;AAPL250328C00305000;AAPL;2025-03-28;305.00;call;0.02;0.01;0.00;0;0.01;5;0;42;2025-03-14;0.59710;0.00145;0.00019;-0.00426;0.00198;0.00012;AAPL;2025-03-14
449;AAPL250328P00305000;AAPL;2025-03-28;305.00;put;0.00;91.68;91.20;104;92.15;105;0;0;2025-03-14;0.99709;-0.95734;0.00218;-0.10006;0.03796;-0.11356;AAPL;2025-03-14
450;AAPL250328C00310000;AAPL;2025-03-28;310.00;call;0.02;0.01;0.00;0;0.01;5;0;701;2025-03-14;0.62165;0.00140;0.00018;-0.00429;0.00191;0.00011;AAPL;2025-03-14
451;AAPL250328P00310000;AAPL;2025-03-28;310.00;put;0.00;96.65;96.20;100;97.10;100;0;0;2025-03-14;1.02712;-0.95954;0.00203;-0.09765;0.03637;-0.11564;AAPL;2025-03-14
452;AAPL250328C00315000;AAPL;2025-03-28;315.00;call;0.01;0.01;0.00;0;0.01;4;0;248;2025-03-14;0.64573;0.00135;0.00016;-0.00431;0.00186;0.00011;AAPL;2025-03-14
453;AAPL250328P00315000;AAPL;2025-03-28;315.00;put;0.00;101.70;101.25;100;102.15;100;0;0;2025-03-14;1.07804;-0.95809;0.00199;-0.10774;0.03742;-0.11746;AAPL;2025-03-14
454;AAPL250328C00320000;AAPL;2025-03-28;320.00;call;0.02;0.01;0.00;0;0.01;5;0;6;2025-03-14;0.66936;0.00131;0.00015;-0.00434;0.00180;0.00010;AAPL;2025-03-14
455;AAPL250328P00320000;AAPL;2025-03-28;320.00;put;0.00;106.60;106.20;104;107.00;100;0;0;2025-03-14;1.08657;-0.96309;0.00178;-0.09392;0.03375;-0.11975;AAPL;2025-03-14
456;AAPL250328C00325000;AAPL;2025-03-28;325.00;call;0.01;0.01;0.00;0;0.01;2;100;113;2025-03-14;0.69253;0.00127;0.00014;-0.00437;0.00175;0.00010;AAPL;2025-03-14
457;AAPL250328P00325000;AAPL;2025-03-28;325.00;put;0.00;111.68;111.20;104;112.15;105;0;0;2025-03-14;1.14541;-0.96026;0.00179;-0.10903;0.03584;-0.12147;AAPL;2025-03-14
458;AAPL250328C00330000;AAPL;2025-03-28;330.00;call;0.01;0.01;0.00;0;0.01;1;6;215;2025-03-14;0.71524;0.00123;0.00014;-0.00439;0.00171;0.00010;AAPL;2025-03-14
459;AAPL250328P00330000;AAPL;2025-03-28;330.00;put;0.00;116.62;116.25;105;117.00;100;0;0;2025-03-14;1.16340;-0.96329;0.00165;-0.10137;0.03360;-0.12361;AAPL;2025-03-14
460;AAPL250404C00100000;AAPL;2025-04-04;100.00;call;113.60;113.70;113.25;100;114.15;100;0;2;2025-03-14;0.38782;1.00000;0.00000;-0.01183;0.00000;0.05739;AAPL;2025-03-14
461;AAPL250404P00100000;AAPL;2025-04-04;100.00;put;0.00;0.02;0.01;10;0.03;14;0;94;2025-03-14;1.09099;-0.00119;0.00007;-0.00522;0.00202;-0.00016;AAPL;2025-03-14
462;AAPL250404C00110000;AAPL;2025-04-04;110.00;call;108.45;103.68;103.15;105;104.20;105;0;6;2025-03-14;0.35365;1.00000;0.00000;-0.01302;0.00000;0.06313;AAPL;2025-03-14
463;AAPL250404P00110000;AAPL;2025-04-04;110.00;put;0.02;0.02;0.01;112;0.03;1;1;171;2025-03-14;0.96173;-0.00135;0.00009;-0.00515;0.00226;-0.00018;AAPL;2025-03-14
464;AAPL250404C00120000;AAPL;2025-04-04;120.00;call;99.30;93.72;93.20;105;94.25;105;0;12;2025-03-14;0.31948;1.00000;0.00000;-0.01420;0.00000;0.06887;AAPL;2025-03-14
465;AAPL250404P00120000;AAPL;2025-04-04;120.00;put;0.05;0.04;0.02;57;0.05;1;5;9;2025-03-14;0.90274;-0.00272;0.00018;-0.00913;0.00428;-0.00036;AAPL;2025-03-14
466;AAPL250404C00130000;AAPL;2025-04-04;130.00;call;88.75;83.75;83.20;105;84.30;105;0;8;2025-03-14;0.28530;1.00000;0.00000;-0.01538;0.00000;0.07461;AAPL;2025-03-14
467;AAPL250404P00130000;AAPL;2025-04-04;130.00;put;0.06;0.06;0.04;203;0.08;212;1;35;2025-03-14;0.82210;-0.00431;0.00030;-0.01258;0.00648;-0.00056;AAPL;2025-03-14
468;AAPL250404C00140000;AAPL;2025-04-04;140.00;call;99.60;73.82;73.30;105;74.35;103;0;4;2025-03-14;0.25113;1.00000;0.00000;-0.01657;0.00000;0.08035;AAPL;2025-03-14
469;AAPL250404P00140000;AAPL;2025-04-04;140.00;put;0.09;0.10;0.09;112;0.10;1;111;261;2025-03-14;0.75472;-0.00744;0.00053;-0.01873;0.01054;-0.00097;AAPL;2025-03-14
470;AAPL250404C00145000;AAPL;2025-04-04;145.00;call;66.90;68.93;68.45;57;69.40;105;5;11;2025-03-14;0.67835;0.99332;0.00054;-0.03244;0.00957;0.08235;AAPL;2025-03-14
471;AAPL250404P00145000;AAPL;2025-04-04;145.00;put;0.11;0.12;0.10;208;0.13;201;21;75;2025-03-14;0.71494;-0.00923;0.00068;-0.02142;0.01273;-0.00120;AAPL;2025-03-14
472;AAPL250404C00150000;AAPL;2025-04-04;150.00;call;61.05;63.90;63.35;95;64.45;83;5;0;2025-03-14;0.57180;0.99609;0.00040;-0.02573;0.00594;0.08559;AAPL;2025-03-14
473;AAPL250404P00150000;AAPL;2025-04-04;150.00;put;0.00;0.15;0.13;74;0.16;19;0;34;2025-03-14;0.67957;-0.01185;0.00089;-0.02527;0.01582;-0.00154;AAPL;2025-03-14
474;AAPL250404C00155000;AAPL;2025-04-04;155.00;call;59.00;58.98;58.50;51;59.45;63;0;10;2025-03-14;0.59360;0.99029;0.00085;-0.03689;0.01330;0.08770;AAPL;2025-03-14
475;AAPL250404P00155000;AAPL;2025-04-04;155.00;put;0.18;0.17;0.16;47;0.19;205;17;139;2025-03-14;0.63521;-0.01412;0.00111;-0.02747;0.01841;-0.00183;AAPL;2025-03-14
476;AAPL250404C00160000;AAPL;2025-04-04;160.00;call;53.75;54.05;53.55;76;54.55;66;5;2;2025-03-14;0.57592;0.98518;0.00127;-0.04485;0.01919;0.08991;AAPL;2025-03-14
477;AAPL250404P00160000;AAPL;2025-04-04;160.00;put;0.20;0.22;0.20;101;0.23;137;11;297;2025-03-14;0.60320;-0.01863;0.00148;-0.03302;0.02334;-0.00241;AAPL;2025-03-14
478;AAPL250404C00165000;AAPL;2025-04-04;165.00;call;51.55;49.12;48.65;29;49.60;72;0;25;2025-03-14;0.54741;0.97966;0.00175;-0.05176;0.02515;0.09207;AAPL;2025-03-14
479;AAPL250404P00165000;AAPL;2025-04-04;165.00;put;0.28;0.26;0.24;208;0.27;204;22;1010;2025-03-14;0.56265;-0.02302;0.00189;-0.03680;0.02793;-0.00298;AAPL;2025-03-14
480;AAPL250404C00170000;AAPL;2025-04-04;170.00;call;70.20;44.08;43.60;66;44.55;38;0;9;2025-03-14;0.47211;0.98170;0.00186;-0.04548;0.02299;0.09522;AAPL;2025-03-14
481;AAPL250404P00170000;AAPL;2025-04-04;170.00;put;0.33;0.31;0.29;204;0.33;202;21;270;2025-03-14;0.52272;-0.02876;0.00245;-0.04110;0.03364;-0.00371;AAPL;2025-03-14
482;AAPL250404C00175000;AAPL;2025-04-04;175.00;call;36.95;39.27;38.80;58;39.75;59;2;29;2025-03-14;0.47592;0.96565;0.00312;-0.06395;0.03896;0.09602;AAPL;2025-03-14
483;AAPL250404P00175000;AAPL;2025-04-04;175.00;put;0.41;0.39;0.37;200;0.40;204;39;430;2025-03-14;0.48720;-0.03746;0.00327;-0.04753;0.04183;-0.00483;AAPL;2025-03-14
484;AAPL250404C00180000;AAPL;2025-04-04;180.00;call;34.25;34.27;33.80;71;34.75;7;16;118;2025-03-14;0.41708;0.96251;0.00383;-0.06188;0.04186;0.09851;AAPL;2025-03-14
485;AAPL250404P00180000;AAPL;2025-04-04;180.00;put;0.49;0.49;0.48;202;0.51;50;257;277;2025-03-14;0.45077;-0.04894;0.00439;-0.05442;0.05192;-0.00629;AAPL;2025-03-14
486;AAPL250404C00185000;AAPL;2025-04-04;185.00;call;29.25;29.57;29.40;7;29.75;7;81;27;2025-03-14;0.41372;0.93550;0.00595;-0.08376;0.06454;0.09789;AAPL;2025-03-14
487;AAPL250404P00185000;AAPL;2025-04-04;185.00;put;0.64;0.68;0.65;230;0.70;200;551;732;2025-03-14;0.42287;-0.06845;0.00609;-0.06623;0.06758;-0.00880;AAPL;2025-03-14
488;AAPL250404C00190000;AAPL;2025-04-04;190.00;call;24.55;24.83;24.60;10;25.05;7;58;43;2025-03-14;0.38537;0.90893;0.00830;-0.09705;0.08389;0.09736;AAPL;2025-03-14
489;AAPL250404P00190000;AAPL;2025-04-04;190.00;put;0.92;0.95;0.93;21;0.97;20;548;7734;2025-03-14;0.39498;-0.09611;0.00843;-0.07955;0.08729;-0.01235;AAPL;2025-03-14
490;AAPL250404C00195000;AAPL;2025-04-04;195.00;call;20.10;20.27;20.05;56;20.50;35;37;185;2025-03-14;0.36312;0.86698;0.01156;-0.11470;0.11006;0.09483;AAPL;2025-03-14
491;AAPL250404P00195000;AAPL;2025-04-04;195.00;put;1.40;1.40;1.37;17;1.43;21;278;1470;2025-03-14;0.37257;-0.13868;0.01159;-0.09678;0.11325;-0.01784;AAPL;2025-03-14
492;AAPL250404C00200000;AAPL;2025-04-04;200.00;call;15.75;15.95;15.85;6;16.05;6;68;214;2025-03-14;0.34345;0.80614;0.01562;-0.13357;0.14068;0.08984;AAPL;2025-03-14
493;AAPL250404P00200000;AAPL;2025-04-04;200.00;put;2.04;2.12;2.09;8;2.16;17;1009;4342;2025-03-14;0.35458;-0.20066;0.01545;-0.11594;0.14365;-0.02587;AAPL;2025-03-14
494;AAPL250404C00205000;AAPL;2025-04-04;205.00;call;12.20;12.07;12.00;9;12.15;9;169;103;2025-03-14;0.33110;0.71973;0.01986;-0.15275;0.17246;0.08146;AAPL;2025-03-14
495;AAPL250404P00205000;AAPL;2025-04-04;205.00;put;3.17;3.22;3.15;6;3.30;5;787;5656;2025-03-14;0.33979;-0.28461;0.01950;-0.13297;0.17374;-0.03681;AAPL;2025-03-14
496;AAPL250404C00210000;AAPL;2025-04-04;210.00;call;8.75;8.62;8.55;9;8.70;10;658;457;2025-03-14;0.31708;0.61313;0.02357;-0.16249;0.19602;0.07035;AAPL;2025-03-14
497;AAPL250404P00210000;AAPL;2025-04-04;210.00;put;4.75;4.80;4.70;30;4.90;5;1581;1165;2025-03-14;0.32684;-0.38927;0.02291;-0.14238;0.19637;-0.05058;AAPL;2025-03-14
498;AAPL250404C00215000;AAPL;2025-04-04;215.00;call;5.90;5.75;5.70;9;5.80;37;3612;841;2025-03-14;0.30412;0.48963;0.02561;-0.15960;0.20422;0.05683;AAPL;2025-03-14
499;AAPL250404P00215000;AAPL;2025-04-04;215.00;put;7.15;6.92;6.85;1;7.00;8;1041;3410;2025-03-14;0.31357;-0.50917;0.02484;-0.13877;0.20424;-0.06652;AAPL;2025-03-14
500;AAPL250404C00220000;AAPL;2025-04-04;220.00;call;3.65;3.55;3.50;18;3.60;9;2311;2152;2025-03-14;0.29315;0.36070;0.02494;-0.14252;0.19171;0.04226;AAPL;2025-03-14
501;AAPL250404P00220000;AAPL;2025-04-04;220.00;put;10.01;9.88;9.65;15;10.10;1;560;3347;2025-03-14;0.31220;-0.62945;0.02363;-0.12668;0.19344;-0.08300;AAPL;2025-03-14
502;AAPL250404C00225000;AAPL;2025-04-04;225.00;call;2.03;2.03;2.00;6;2.06;2;1301;1816;2025-03-14;0.28537;0.24306;0.02142;-0.11483;0.16029;0.02869;AAPL;2025-03-14
503;AAPL250404P00225000;AAPL;2025-04-04;225.00;put;13.00;13.25;12.90;14;13.60;26;148;1302;2025-03-14;0.30184;-0.74366;0.02083;-0.09809;0.16489;-0.09897;AAPL;2025-03-14
504;AAPL250404C00230000;AAPL;2025-04-04;230.00;call;1.12;1.09;1.06;15;1.12;5;3816;2710;2025-03-14;0.28111;0.15055;0.01624;-0.08379;0.11969;0.01786;AAPL;2025-03-14
505;AAPL250404P00230000;AAPL;2025-04-04;230.00;put;17.67;17.35;17.15;16;17.55;7;47;5495;2025-03-14;0.30672;-0.82687;0.01630;-0.07274;0.13111;-0.11155;AAPL;2025-03-14
506;AAPL250404C00235000;AAPL;2025-04-04;235.00;call;0.60;0.58;0.56;202;0.60;64;911;2429;2025-03-14;0.28248;0.08913;0.01115;-0.05771;0.08256;0.01061;AAPL;2025-03-14
507;AAPL250404P00235000;AAPL;2025-04-04;235.00;put;22.20;21.93;21.60;8;22.25;64;124;1064;2025-03-14;0.32745;-0.87518;0.01226;-0.05734;0.10531;-0.12012;AAPL;2025-03-14
508;AAPL250404C00240000;AAPL;2025-04-04;240.00;call;0.32;0.33;0.31;31;0.34;109;1493;2807;2025-03-14;0.29056;0.05382;0.00735;-0.04006;0.05600;0.00642;AAPL;2025-03-14
509;AAPL250404P00240000;AAPL;2025-04-04;240.00;put;27.05;26.73;26.35;7;27.10;97;94;704;2025-03-14;0.35748;-0.90202;0.00944;-0.04934;0.08854;-0.12617;AAPL;2025-03-14
510;AAPL250404C00245000;AAPL;2025-04-04;245.00;call;0.19;0.19;0.18;2;0.20;10;198;2538;2025-03-14;0.29940;0.03242;0.00473;-0.02728;0.03715;0.00387;AAPL;2025-03-14
511;AAPL250404P00245000;AAPL;2025-04-04;245.00;put;32.10;31.73;31.25;105;32.20;105;15;57;2025-03-14;0.40519;-0.91024;0.00781;-0.05325;0.08299;-0.13006;AAPL;2025-03-14
512;AAPL250404C00250000;AAPL;2025-04-04;250.00;call;0.12;0.12;0.12;1;0.13;5;330;2879;2025-03-14;0.31236;0.02085;0.00314;-0.01962;0.02569;0.00249;AAPL;2025-03-14
513;AAPL250404P00250000;AAPL;2025-04-04;250.00;put;37.50;36.65;36.10;100;37.20;100;13;8;2025-03-14;0.44040;-0.92192;0.00647;-0.05068;0.07474;-0.13433;AAPL;2025-03-14
514;AAPL250404C00255000;AAPL;2025-04-04;255.00;call;0.09;0.08;0.08;1;0.09;5;86;1518;2025-03-14;0.32638;0.01395;0.00213;-0.01451;0.01822;0.00167;AAPL;2025-03-14
515;AAPL250404P00255000;AAPL;2025-04-04;255.00;put;41.45;41.65;41.20;105;42.10;105;7;6;2025-03-14;0.48385;-0.92667;0.00562;-0.05367;0.07125;-0.13779;AAPL;2025-03-14
